04/01/2012,"The President appoints Richard Cordray as director of the Consumer Financial Protection Bureau despite earlier Senate opposition.[1] In a similar move, President Obama appoints three new members to the National Labor Relations Board.[2]"
09/01/2012,President Obama announces that Jacob Lew will replace William M. Daley as White House Chief of Staff.[3]
13/01/2012,The President requests that Congress reinstate presidential consolidation authority which would give the office power to consolidate federal agencies.[4]
18/01/2012,The President rejects a proposed extension of the Keystone Pipeline.[5]
24/01/2012,President Obama delivers his annual State of the Union Address before a joint session of Congress.[6]
25/01/2012,President Obama travels to five states to encourage support for his economic proposals.[7]
27/01/2012,"President Obama meets with former President George H. W. Bush and his son, former Florida Governor, Jeb Bush, at the White House.[8]"
28/01/2012,The President attends the annual Alfalfa Club dinner.[9]
02/02/2012,President Obama speaks at the National Prayer Breakfast.[10]
06/02/2012,The President signs an executive order aimed at freezing the assets of Iranian government and financial institutions.[11]
13/02/2012,President Obama unveils his spending request for the 2013 federal budget.[12]
14/02/2012,"The President meets with Chinese Vice President Xi Jinping at the White House to improve relations, promote stability and discuss breaches of human rights.[13]"
23/02/2012,President Obama apologizes to Afghan President Hamid Karzai for the burning of Korans by NATO troops.[14]
08/03/2012,"After announcing that two months before that JPACC would go to North Korea in order to bring back the remains of US MIAS.,[15] the Obama administration  announcing that JPACC would go to North Korea for Missing MIAS on March 8, 2012,"
09/03/2012,The President announces his plan to establish the National Network for Manufacturing Innovation.[16]
13/03/2012,President Obama attends the first game of the 2012 NCAA Men's Division I Basketball Tournament with visiting British Prime Minister David Cameron.[17] Bilateral meetings were held earlier in the day.[18]
19/03/2012,President Obama and Vice President Biden meet with Irish Prime Minister Enda Kenny and attend a St. Patrick's Day luncheon and dinner.[19]
21/03/2012,"Despite its announcement of March 8, 2012, the Obama Administration then chose to pursue a policy of a suspension of relations with North Korea over the recovery of US servicemen killed and missing in North Korea.[20][21]"
25/03/2012,The President makes his first visit to the Korean Demilitarized Zone ahead of the 2012 Nuclear Security Summit in Seoul.[22][23] The President holds meetings with Prime Minister Erdoğan of Turkey and President Lee Myung-bak of South Korea.
26/03/2012,"President Obama holds separate meetings with Prime Minister Nursultan Nazarbayev of Kazakhstan, President Dmitry Medvedev of Russia, President Hu Jintao of China and with Prime Minister Yousaf Raza Gillani of Pakistan to discuss nuclear security, non-proliferation and disarmament.[24][25]"
26/03/2012,The President delivers remarks at Hankuk University of Foreign Studies about the spread of nuclear weapons.[26]
02/04/2012,The North American Leaders' Summit takes place. President Obama hosts Prime Minister Stephen Harper of Canada and President Felipe Calderón of Mexico.[27]
04/04/2012,President Obama signs the Stop Trading on Congressional Knowledge Act (STOCK) into law.[27]
