date,source,pos,proportion
2008-09-04,gwb,DET,0.0681560780929781
2008-09-04,gwb,SYM,0.03868245065257254
2008-09-04,gwb,X,0.0
2008-09-04,gwb,NUM,0.05821917808219178
2008-09-04,gwb,CCONJ,0.06896505231366627
2008-09-04,gwb,PUNCT,0.06901898392837881
2008-09-04,gwb,INTJ,0.011123395534462302
2008-09-04,gwb,ADJ,0.0684931506849315
2008-09-04,gwb,PART,0.0680077661525186
2008-09-04,gwb,AUX,0.06854708229964405
2008-09-04,gwb,NOUN,0.06883022327688491
2008-09-04,gwb,PRON,0.06893808650631
2008-09-04,gwb,VERB,0.06899201812102254
2008-09-04,gwb,PROPN,0.06900550102470068
2008-09-04,gwb,ADP,0.06876280875849423
2008-09-04,gwb,SCONJ,0.06752238162010571
2008-09-04,gwb,ADV,0.06873584295113795
2006-01-31,gwb,DET,0.06791645122112529
2006-01-31,gwb,SYM,0.048267817847308235
2006-01-31,gwb,X,0.0
2006-01-31,gwb,NUM,0.06763987927033105
2006-01-31,gwb,CCONJ,0.06820504803934536
2006-01-31,gwb,PUNCT,0.06826517237647454
2006-01-31,gwb,INTJ,0.0
2006-01-31,gwb,ADJ,0.06800062529310615
2006-01-31,gwb,PART,0.06660574067170909
2006-01-31,gwb,AUX,0.0682170729067712
2006-01-31,gwb,NOUN,0.06814492370221618
2006-01-31,gwb,PRON,0.06818099830449369
2006-01-31,gwb,VERB,0.06824112264162288
2006-01-31,gwb,PROPN,0.0682531475090487
2006-01-31,gwb,ADP,0.06813289883479035
2006-01-31,gwb,SCONJ,0.06806074963023533
2006-01-31,gwb,ADV,0.06786835175142195
2008-01-28,gwb,DET,0.06710966240789847
2008-01-28,gwb,SYM,0.0622674534382828
2008-01-28,gwb,X,0.0
2008-01-28,gwb,NUM,0.06531741623083293
2008-01-28,gwb,CCONJ,0.06707821949251135
2008-01-28,gwb,PUNCT,0.06726687698483404
2008-01-28,gwb,INTJ,0.0
2008-01-28,gwb,ADJ,0.06696292880275859
2008-01-28,gwb,PART,0.0671830292104684
2008-01-28,gwb,AUX,0.06694196685916719
2008-01-28,gwb,NOUN,0.0672144721258555
2008-01-28,gwb,PRON,0.06720399115405981
2008-01-28,gwb,VERB,0.06724591504124262
2008-01-28,gwb,PROPN,0.06725639601303833
2008-01-28,gwb,ADP,0.06709918143610276
2008-01-28,gwb,SCONJ,0.06667994256427456
2008-01-28,gwb,ADV,0.06717254823867269
2002-01-29,gwb,DET,0.06882648705056446
2002-01-29,gwb,SYM,0.027827846820352276
2002-01-29,gwb,X,0.007937260854441387
2002-01-29,gwb,NUM,0.06580653321949215
2002-01-29,gwb,CCONJ,0.06852607279511748
2002-01-29,gwb,PUNCT,0.06890554343357683
2002-01-29,gwb,INTJ,0.0069885842582930145
2002-01-29,gwb,ADJ,0.0686367517313348
2002-01-29,gwb,PART,0.0687474306675521
2002-01-29,gwb,AUX,0.06885810960376941
2002-01-29,gwb,NOUN,0.06876324194415458
2002-01-29,gwb,PRON,0.068810675773962
2002-01-29,gwb,VERB,0.06888973215697436
2002-01-29,gwb,PROPN,0.06887392088037188
2002-01-29,gwb,ADP,0.06854188407171995
2002-01-29,gwb,SCONJ,0.06681845492205041
2002-01-29,gwb,ADV,0.06824146981627296
2003-01-28,gwb,DET,0.06906579425663395
2003-01-28,gwb,SYM,0.03703198836786623
2003-01-28,gwb,X,0.0
2003-01-28,gwb,NUM,0.06661214103962196
2003-01-28,gwb,CCONJ,0.06899763722282806
2003-01-28,gwb,PUNCT,0.06912259178480552
2003-01-28,gwb,INTJ,0.0
2003-01-28,gwb,ADJ,0.06907715376226826
2003-01-28,gwb,PART,0.06904307524536532
2003-01-28,gwb,AUX,0.06900899672846238
2003-01-28,gwb,NOUN,0.06890676117775354
2003-01-28,gwb,PRON,0.06896355870592512
2003-01-28,gwb,VERB,0.06905443475099964
2003-01-28,gwb,PROPN,0.06911123227917121
2003-01-28,gwb,ADP,0.0690998727735369
2003-01-28,gwb,SCONJ,0.06792984369320247
2003-01-28,gwb,ADV,0.06897491821155943
2004-01-20,gwb,DET,0.06295376076925559
2004-01-20,gwb,SYM,0.05785550643735278
2004-01-20,gwb,X,0.0
2004-01-20,gwb,NUM,0.060565970765706176
2004-01-20,gwb,CCONJ,0.06310434212083078
2004-01-20,gwb,PUNCT,0.06320114441827197
2004-01-20,gwb,INTJ,0.06130812171275531
2004-01-20,gwb,ADJ,0.06311509793165758
2004-01-20,gwb,PART,0.06316887698579157
2004-01-20,gwb,AUX,0.06313660955331117
2004-01-20,gwb,NOUN,0.06307207468835038
2004-01-20,gwb,PRON,0.06306131887752359
2004-01-20,gwb,VERB,0.06317963279661837
2004-01-20,gwb,PROPN,0.06319038860744518
2004-01-20,gwb,ADP,0.06294300495842879
2004-01-20,gwb,SCONJ,0.06305056306669678
2004-01-20,gwb,ADV,0.06309358631000397
2007-01-23,gwb,DET,0.06707903928714327
2007-01-23,gwb,SYM,0.06223438192769781
2007-01-23,gwb,X,0.0
2007-01-23,gwb,NUM,0.06486217598650416
2007-01-23,gwb,CCONJ,0.06713310912374423
2007-01-23,gwb,PUNCT,0.06734938847014804
2007-01-23,gwb,INTJ,0.0
2007-01-23,gwb,ADJ,0.06726287673158651
2007-01-23,gwb,PART,0.06643020124793182
2007-01-23,gwb,AUX,0.06710066722178365
2007-01-23,gwb,NOUN,0.06733857450282785
2007-01-23,gwb,PRON,0.06732776053550767
2007-01-23,gwb,VERB,0.06729531863354708
2007-01-23,gwb,PROPN,0.06720880689498557
2007-01-23,gwb,ADP,0.06731694656818747
2007-01-23,gwb,SCONJ,0.06715473705838461
2007-01-23,gwb,ADV,0.06690601581002022
2001-09-20,gwb,DET,0.06811885163621763
2001-09-20,gwb,SYM,0.006063039550291106
2001-09-20,gwb,X,0.0
2001-09-20,gwb,NUM,0.05838185103392893
2001-09-20,gwb,CCONJ,0.06801847018670949
2001-09-20,gwb,PUNCT,0.06827946195543064
2001-09-20,gwb,INTJ,0.05241919293314595
2001-09-20,gwb,ADJ,0.06813892792611925
2001-09-20,gwb,PART,0.06769724954828348
2001-09-20,gwb,AUX,0.06803854647661112
2001-09-20,gwb,NOUN,0.06797831760690624
2001-09-20,gwb,PRON,0.06825938566552901
2001-09-20,gwb,VERB,0.06823930937562739
2001-09-20,gwb,PROPN,0.06819915679582413
2001-09-20,gwb,ADP,0.0681790805059225
2001-09-20,gwb,SCONJ,0.06707488456133306
2001-09-20,gwb,ADV,0.06691427424212006
2001-10-07,gwb,DET,0.07035809018567639
2001-10-07,gwb,SYM,0.0
2001-10-07,gwb,X,0.0
2001-10-07,gwb,NUM,0.06863395225464192
2001-10-07,gwb,CCONJ,0.07241379310344828
2001-10-07,gwb,PUNCT,0.07334217506631299
2001-10-07,gwb,INTJ,0.0
2001-10-07,gwb,ADJ,0.07075596816976128
2001-10-07,gwb,PART,0.07314323607427056
2001-10-07,gwb,AUX,0.07294429708222812
2001-10-07,gwb,NOUN,0.07248010610079575
2001-10-07,gwb,PRON,0.07281167108753316
2001-10-07,gwb,VERB,0.07320954907161804
2001-10-07,gwb,PROPN,0.07327586206896551
2001-10-07,gwb,ADP,0.0706896551724138
2001-10-07,gwb,SCONJ,0.06538461538461539
2001-10-07,gwb,ADV,0.07055702917771883
2003-03-19,gwb,DET,0.07950419431576311
2003-03-19,gwb,SYM,0.0
2003-03-19,gwb,X,0.0
2003-03-19,gwb,NUM,0.009891072993614624
2003-03-19,gwb,CCONJ,0.07937899086014774
2003-03-19,gwb,PUNCT,0.08000500813822461
2003-03-19,gwb,INTJ,0.0
2003-03-19,gwb,ADJ,0.07261800425691749
2003-03-19,gwb,PART,0.07036434205584075
2003-03-19,gwb,AUX,0.07837736321522475
2003-03-19,gwb,NOUN,0.07925378740453237
2003-03-19,gwb,PRON,0.07987980468260925
2003-03-19,gwb,VERB,0.07975460122699386
2003-03-19,gwb,PROPN,0.07887817703768624
2003-03-19,gwb,ADP,0.07775134593714786
2003-03-19,gwb,SCONJ,0.06723425566545636
2003-03-19,gwb,ADV,0.067109052209841
2003-05-01,gwb,DET,0.06731866340668297
2003-05-01,gwb,SYM,0.0
2003-05-01,gwb,X,0.0
2003-05-01,gwb,NUM,0.06050529747351263
2003-05-01,gwb,CCONJ,0.0673838630806846
2003-05-01,gwb,PUNCT,0.0676120619396903
2003-05-01,gwb,INTJ,0.06669926650366748
2003-05-01,gwb,ADJ,0.0667318663406683
2003-05-01,gwb,PART,0.06751426242868785
2003-05-01,gwb,AUX,0.06741646291768541
2003-05-01,gwb,NOUN,0.06712306438467808
2003-05-01,gwb,PRON,0.06728606356968216
2003-05-01,gwb,VERB,0.06754686226568866
2003-05-01,gwb,PROPN,0.06757946210268949
2003-05-01,gwb,ADP,0.06656886715566422
2003-05-01,gwb,SCONJ,0.06692746536267319
2003-05-01,gwb,ADV,0.06578647106764467
2003-03-17,gwb,DET,0.07232159321408814
2003-03-17,gwb,SYM,0.0
2003-03-17,gwb,X,0.0
2003-03-17,gwb,NUM,0.058823529411764705
2003-03-17,gwb,CCONJ,0.07254287294855247
2003-03-17,gwb,PUNCT,0.07280103263876084
2003-03-17,gwb,INTJ,0.0
2003-03-17,gwb,ADJ,0.0724322330813203
2003-03-17,gwb,PART,0.07269039277152868
2003-03-17,gwb,AUX,0.07257975290429651
2003-03-17,gwb,NOUN,0.07246911303706435
2003-03-17,gwb,PRON,0.07221095334685598
2003-03-17,gwb,VERB,0.07272727272727272
2003-03-17,gwb,PROPN,0.07276415268301678
2003-03-17,gwb,ADP,0.07165775401069518
2003-03-17,gwb,SCONJ,0.07191591370090356
2003-03-17,gwb,ADV,0.07206343352387977
2007-01-11,gwb,DET,0.06943721817551161
2007-01-11,gwb,SYM,0.03041536593825876
2007-01-11,gwb,X,0.0
2007-01-11,gwb,NUM,0.04808359347901491
2007-01-11,gwb,CCONJ,0.06956729101630246
2007-01-11,gwb,PUNCT,0.06963232743669788
2007-01-11,gwb,INTJ,0.020399757197363855
2007-01-11,gwb,ADJ,0.06958896982310094
2007-01-11,gwb,PART,0.06768123482483523
2007-01-11,gwb,AUX,0.06935050294831772
2007-01-11,gwb,NOUN,0.06961064862989941
2007-01-11,gwb,PRON,0.06954561220950399
2007-01-11,gwb,VERB,0.06952393340270552
2007-01-11,gwb,PROPN,0.06932882414151925
2007-01-11,gwb,ADP,0.06941553936871314
2007-01-11,gwb,SCONJ,0.06924210891432536
2007-01-11,gwb,ADV,0.06917707249392993
2002-06-06,gwb,DET,0.07136373460125352
2002-06-06,gwb,SYM,0.0
2002-06-06,gwb,X,0.0
2002-06-06,gwb,NUM,0.0710179381888913
2002-06-06,gwb,CCONJ,0.07222822563215907
2002-06-06,gwb,PUNCT,0.07244434838988545
2002-06-06,gwb,INTJ,0.0
2002-06-06,gwb,ADJ,0.07209855197752324
2002-06-06,gwb,PART,0.06535552193645991
2002-06-06,gwb,AUX,0.07227145018370434
2002-06-06,gwb,NOUN,0.07214177652906852
2002-06-06,gwb,PRON,0.07192565377134212
2002-06-06,gwb,VERB,0.0723578992867949
2002-06-06,gwb,PROPN,0.07240112383834017
2002-06-06,gwb,ADP,0.07145018370434407
2002-06-06,gwb,SCONJ,0.0719688783228874
2002-06-06,gwb,ADV,0.07097471363734602
2001-09-11,gwb,DET,0.07152303284108441
2001-09-11,gwb,SYM,0.0
2001-09-11,gwb,X,0.0
2001-09-11,gwb,NUM,0.06248622437734186
2001-09-11,gwb,CCONJ,0.07328631254132686
2001-09-11,gwb,PUNCT,0.07372713246638748
2001-09-11,gwb,INTJ,0.0
2001-09-11,gwb,ADJ,0.07295569759753141
2001-09-11,gwb,PART,0.0710822129160238
2001-09-11,gwb,AUX,0.07174344280361472
2001-09-11,gwb,NOUN,0.07306590257879657
2001-09-11,gwb,PRON,0.0727352876350011
2001-09-11,gwb,VERB,0.07350672250385717
2001-09-11,gwb,PROPN,0.07361692748512233
2001-09-11,gwb,ADP,0.07218426272867534
2001-09-11,gwb,SCONJ,0.06601278377782675
2001-09-11,gwb,ADV,0.07207405774741019
2002-09-12,gwb,DET,0.07182268773964276
2002-09-12,gwb,SYM,0.0
2002-09-12,gwb,X,0.0
2002-09-12,gwb,NUM,0.06824558122135976
2002-09-12,gwb,CCONJ,0.07151875058449453
2002-09-12,gwb,PUNCT,0.07203310577012999
2002-09-12,gwb,INTJ,0.0
2002-09-12,gwb,ADJ,0.07161226970915552
2002-09-12,gwb,PART,0.07177592817731226
2002-09-12,gwb,AUX,0.07140185167866829
2002-09-12,gwb,NOUN,0.07184606752080801
2002-09-12,gwb,PRON,0.07196296642663425
2002-09-12,gwb,VERB,0.071939586645469
2002-09-12,gwb,PROPN,0.07163564949032077
2002-09-12,gwb,ADP,0.07156551014682502
2002-09-12,gwb,SCONJ,0.0706303189002151
2002-09-12,gwb,ADV,0.07200972598896474
2002-09-17,gwb,DET,0.06706400881498548
2002-09-17,gwb,SYM,0.0
2002-09-17,gwb,X,0.008514474606831614
2002-09-17,gwb,NUM,0.059601322247821296
2002-09-17,gwb,CCONJ,0.0670890513873585
2002-09-17,gwb,PUNCT,0.06721426424922368
2002-09-17,gwb,INTJ,0.06335770810377642
2002-09-17,gwb,ADJ,0.06673845537413603
2002-09-17,gwb,PART,0.06653811479515176
2002-09-17,gwb,AUX,0.06711409395973154
2002-09-17,gwb,NOUN,0.06683862566362817
2002-09-17,gwb,PRON,0.06703896624261244
2002-09-17,gwb,VERB,0.06716417910447761
2002-09-17,gwb,PROPN,0.06718922167685065
2002-09-17,gwb,ADP,0.0668636682360012
2002-09-17,gwb,SCONJ,0.06516077331463488
2002-09-17,gwb,ADV,0.06651307222277872
2003-10-02,gwb,DET,0.0761904761904762
2003-10-02,gwb,SYM,0.0
2003-10-02,gwb,X,0.0
2003-10-02,gwb,NUM,0.023015873015873017
2003-10-02,gwb,CCONJ,0.07777777777777778
2003-10-02,gwb,PUNCT,0.08333333333333333
2003-10-02,gwb,INTJ,0.0
2003-10-02,gwb,ADJ,0.07936507936507936
2003-10-02,gwb,PART,0.06507936507936508
2003-10-02,gwb,AUX,0.07142857142857142
2003-10-02,gwb,NOUN,0.08253968253968254
2003-10-02,gwb,PRON,0.08174603174603175
2003-10-02,gwb,VERB,0.07222222222222222
2003-10-02,gwb,PROPN,0.06746031746031746
2003-10-02,gwb,ADP,0.08095238095238096
2003-10-02,gwb,SCONJ,0.06031746031746032
2003-10-02,gwb,ADV,0.07857142857142857
2006-05-03,gwb,DET,0.07355999419645017
2006-05-03,gwb,SYM,0.015234318324708613
2006-05-03,gwb,X,0.0
2006-05-03,gwb,NUM,0.06848188808821395
2006-05-03,gwb,CCONJ,0.07341490545050056
2006-05-03,gwb,PUNCT,0.07389853460366591
2006-05-03,gwb,INTJ,0.0
2006-05-03,gwb,ADJ,0.07380180877303284
2006-05-03,gwb,PART,0.0696425980558108
2006-05-03,gwb,AUX,0.06969096097112734
2006-05-03,gwb,NOUN,0.07385017168834937
2006-05-03,gwb,PRON,0.06596701649175413
2006-05-03,gwb,VERB,0.0734632683658171
2006-05-03,gwb,PROPN,0.04884654446970063
2006-05-03,gwb,ADP,0.0737534458577163
2006-05-03,gwb,SCONJ,0.07326981670455095
2006-05-03,gwb,ADV,0.07312472795860134
2001-08-09,gwb,DET,0.07342874922215308
2001-08-09,gwb,SYM,0.0
2001-08-09,gwb,X,0.0
2001-08-09,gwb,NUM,0.06686026412224297
2001-08-09,gwb,CCONJ,0.06851967088432552
2001-08-09,gwb,PUNCT,0.0736361750674134
2001-08-09,gwb,INTJ,0.0
2001-08-09,gwb,ADJ,0.07349789117057319
2001-08-09,gwb,PART,0.07301389753163244
2001-08-09,gwb,AUX,0.07121620687270967
2001-08-09,gwb,NOUN,0.07356703311899329
2001-08-09,gwb,PRON,0.069487658162207
2001-08-09,gwb,VERB,0.07308303948005254
2001-08-09,gwb,PROPN,0.06810481919380489
2001-08-09,gwb,ADP,0.07335960727373297
2001-08-09,gwb,SCONJ,0.07087049713060914
2001-08-09,gwb,ADV,0.07135449076954989
2008-05-22,gwb,DET,0.0695328263231414
2008-05-22,gwb,SYM,0.051451187335092345
2008-05-22,gwb,X,0.0
2008-05-22,gwb,NUM,0.06751513270215738
2008-05-22,gwb,CCONJ,0.06728232189973615
2008-05-22,gwb,PUNCT,0.06976563712556262
2008-05-22,gwb,INTJ,0.0
2008-05-22,gwb,ADJ,0.06961042992394847
2008-05-22,gwb,PART,0.06852397951264938
2008-05-22,gwb,AUX,0.06441098866987428
2008-05-22,gwb,NOUN,0.06968803352475555
2008-05-22,gwb,PRON,0.06456619587148844
2008-05-22,gwb,VERB,0.06906720471829893
2008-05-22,gwb,PROPN,0.06712711469812199
2008-05-22,gwb,ADP,0.06937761912152723
2008-05-22,gwb,SCONJ,0.0626261058513115
2008-05-22,gwb,ADV,0.06945522272233431
2005-01-20,gwb,DET,0.0725254104769351
2005-01-20,gwb,SYM,0.0
2005-01-20,gwb,X,0.0
2005-01-20,gwb,NUM,0.061610633307271304
2005-01-20,gwb,CCONJ,0.0723690383111806
2005-01-20,gwb,PUNCT,0.0726817826426896
2005-01-20,gwb,INTJ,0.0
2005-01-20,gwb,ADJ,0.072556684910086
2005-01-20,gwb,PART,0.07171227521501172
2005-01-20,gwb,AUX,0.07240031274433151
2005-01-20,gwb,NOUN,0.07215011727912432
