05/01/2010,President Obama holds a major security meeting in the wake of the attempted attack on Northwest Airlines Flight 253.[1]
07/01/2010,President Obama meets with former President Bill Clinton at the White House.[2]
13/01/2010,President Obama holds a press conference discussing the operations of US government organizations such as USAID and the Department of Defense in response to the 2010 Haiti earthquake.[3][4]
14/01/2010,"President Obama commits US$100,000,000 to help Haiti recover from the 2010 earthquake, while calling on former American Presidents George W. Bush and Bill Clinton to assist.[5][6]"
16/01/2010,Secretary of State Hillary Clinton and USAID Director Rajiv Shah travel to Haiti.[7]
17/01/2010,"President Obama travels to Boston, Massachusetts to campaign for Martha Coakley in the Senate special election.[8]"
18/01/2010,"President Obama participates in community service activities to honor slain civil rights hero Martin Luther King Jr., while also visiting the American Red Cross headquarters and personally submitting his first Twitter update.[9][10]"
21/01/2010,"President Obama announces the ""Volcker rule"" and a host of other proposals for new banking regulation.[11][12]"
22/01/2010,"President Obama travels to Elyria, Ohio, visiting the Lorain County Community College and emphasizing his political agenda.[13]"
25/01/2010,President Obama hosts the Los Angeles Lakers at the White House for winning the 2009 NBA Finals.[14]
27/01/2010,President Obama delivers his annual State of the Union Address before a joint session of Congress.[15]
28/01/2010,"President Obama travels to MacDill Air Force Base in Tampa, Florida, where he met with crew helping with the humanitarian response to the 2010 Haiti earthquake, before holding a town hall meeting at the University of Tampa.[16]"
30/01/2010,Former President George H. W. Bush makes a social call on President Obama at the White House.[17]
01/02/2010,President Obama announces his proposal for the fiscal year 2011 federal budget.[18][19] President Obama answers questions submitted by the public in a live session moderated by Steve Grove of YouTube; the session is broadcast from the White House and on YouTube's CitizenTube channel.[20]
02/02/2010,"President Obama travels to Nashua, New Hampshire, touring small businesses before giving a speech at Nashua North High School.[21]"
03/02/2010,"President Obama hosts a meeting of Governors in the State Dining Room. Afterwards, the President holds a Cabinet-level exercise in crisis-management in preparation for the 2010 Vancouver Olympics.[22]"
06/02/2010,"President Obama speaks at a gathering of the Democratic National Committee's Winter Meeting at the Capitol Hilton in Washington, D.C. The President's motorcade encounters trouble due to the blizzard that affected the region when a snow-laden tree branch fell on a vehicle carrying journalists as it returned to the White House; no one was injured.[23]"
09/02/2010,The Obamas host a concert of music from the era of the Civil Rights Movement at the White House to celebrate Black History Month. The concert marks the beginning of the 2010 White House music series.[24]
10/02/2010,"President Obama holds an ""urban economy summit"" in the Oval Office with African-American leaders including Al Sharpton, Benjamin Jealous, and Marc Morial.[25]"
11/02/2010,"President Obama meets with senior representatives from the March of Dimes charity, discussing the effects of preterm birth.[26]"
