20/01/2009,"Barack Obama's presidency begins with his inauguration at the United States Capitol in Washington, D.C.; the oath of office is administered by Chief Justice John Roberts. Obama's Chief of Staff, Rahm Emanuel, issues an order suspending last-minute federal regulations pushed through by outgoing President George W. Bush, planning to review everything still pending.[1] In one of his first official acts, President Obama issues a proclamation declaring January 20, 2009 a National Day of Renewal and Reconciliation.[2] President Obama enacts a pay freeze for Senior White House Staff making more than $100,000 per year[3] and announces stricter guidelines regarding lobbyists in an effort to raise the ethical standards of the White House.[4]"
21/01/2009,"President Obama revokes Executive Order 13233, which had been initiated by the Bush administration to limit access to the records of former presidents.[5] At 7:35 pm  EST on January 21, President Obama retakes the Presidential Oath of Office, again administered by Chief Justice John G. Roberts, before four print journalists.[6] President Obama issues instructions to all agencies and departments in his administration to ""adopt a presumption in favor"" of Freedom of Information Act requests,[7] reversing earlier policy set by former Attorney General John Ashcroft.[8] The President issues an executive order entitled ""Ethics Commitments by Executive Branch Personnel"", governing the limitations on hiring of employees by the executive branch to qualified individuals only, and placing very tight restrictions on lobbying in the White House.[9]"
22/01/2009,"President Obama signs an executive order announcing the closure of the Guantanamo Bay detention camp within a year,[10] and signs a prohibition on using torture and other illegal coercive techniques, such as waterboarding, during interrogations and detentions,[11][12] requiring the Army field manual to be used as a guide."
23/01/2009,"President Obama ends the funding ban for groups that provide abortion services or counseling abroad, also known as the ""gag rule"" or the Mexico City Policy.[13] He orders the first two Predator airstrikes of his presidency. (See Airstrikes in Pakistan).[14]"
24/01/2009,"President Obama produces his first weekly Saturday morning video address available on whitehouse.gov and YouTube,[15][16][17] (like those released during his transition period)[18][19] a policy compared to Franklin D. Roosevelt's fireside chats.[19][20]"
26/01/2009,"President Obama signs his first two Presidential Memoranda concerning energy independence, directing the U.S. Department of Transportation to establish higher fuel efficiency standards before 2011 models are released and the allowing states to raise their emissions standards above the national standard.[21] That night he gives his first formal interview as president to Al Arabiya.[22]"
28/01/2009,"President Obama makes his first visit to The Pentagon as President, meeting with Defense Secretary Robert Gates and the Joint Chiefs of Staff.[23][24]"
29/01/2009,"President Obama signs his first bill, the Lilly Ledbetter Fair Pay Act, which promotes fair pay regardless of sex, race, or age. Lilly Ledbetter, the plaintiff in the employment discrimination case Ledbetter v. Goodyear Tire & Rubber Co. joined Barack and Michelle Obama at the signing ceremony.[25][26] A military judge at Guantanamo Bay, in the case of Abd al-Rahim al-Nashiri, rejects the White House's request to suspend Guantanamo Bay military commission proceedings for 120 days."
30/01/2009,President Obama signs a presidential memorandum launching the Middle Class Working Families Task Force to be led by Vice President Joe Biden.[27][28]
31/01/2009,President Obama speaks at the Alfalfa Club annual banquet.[29]
03/02/2009,"President Obama nominates Senator Judd Gregg to be Secretary of Commerce, after Bill Richardson withdrew his nomination.[30] Tom Daschle withdraws his nomination for Secretary of Health and Human Services,[31][32] and Nancy Killefer withdraws her nomination as Chief Performance Officer, both citing tax problems.[33] President Obama grants five television interviews accepting responsibility for the nomination mistakes and talks about the economic stimulus bill.[34]"
04/02/2009,"President Obama announces that companies receiving large amounts of federal bailout money through the Troubled Assets Relief Program (TARP) must cap top executive pay at US$500,000.[35] President Obama signs the Children's Health Insurance Program Reauthorization Act of 2009 reauthorizing and expanding the Children's Health Insurance Program (CHIP).[36][37][38] Secretary of the Interior Ken Salazar cancels 77 leases sold by the previous administration to oil and gas companies, while letting 39 leases stand.[39]"
05/02/2009,"President Obama speaks at the National Prayer Breakfast.[40][41] The Washington Post publishes an op-ed by President Obama entitled ""The Action Americans Need"", which deals with the American Recovery and Reinvestment Act of 2009.[42][43] He also takes his first trip as President on Air Force One to Williamsburg, Virginia.[44] President Obama overhauls the Office of Faith-Based and Community Initiatives, renaming it the White House Office of Faith-Based and Neighborhood Partnerships.[45][46]"
06/02/2009,President Obama announces the creation of the President's Economic Recovery Advisory Board.[47][48][49] President Obama also issues an executive order backing the use of union labor for large-scale federal construction projects.[50][51][52]
07/02/2009,"Vice President Biden makes the administration's first major foreign policy speech at the Munich Security Conference.[53][54] Barack, Michelle, Malia and Sasha Obama make their first trip to Camp David.[55][56]"
09/02/2009,"President Obama travels to Elkhart, Indiana to discuss the American Recovery and Reinvestment Act of 2009,[57][58][59] and returns to the White House to give his first nationally televised press conference.[57]"
10/02/2009,"President Obama travels to Fort Myers, Florida to discuss the Recovery and Reinvestment Act and the area's unemployment problems,[57][58][60] and is joined by Governor Charlie Crist.[61][62] Secretary of the Interior Ken Salazar temporarily halts a Bush midnight regulation that opens the Outer Continental Shelf to offshore drilling for oil and gas.[63]"
11/02/2009,"President Obama promotes his economic stimulus plan at a construction site in Springfield, Virginia with then-DNC Chairman and former Virginia governor Tim Kaine.[64]"
12/02/2009,"President Obama travels to Springfield, Illinois to celebrate the 200th anniversary of the birth of President Abraham Lincoln, and speaks at a Lincoln Bicentennial Celebration.[65] Judd Gregg, President Obama's nominee for the office of Commerce Secretary withdraws his nomination for that office.[66][67][68]"
13/02/2009,"The First Family spends a weekend in their former home of Chicago, Illinois.[57][58]"
15/02/2009,"Hillary Clinton travels to Asia on her first trip abroad as Secretary of State,[69] visiting Tokyo, Jakarta, Seoul, and Beijing.[70][71]"
17/02/2009,"The White House launches Recovery.gov to explain the American Recovery and Reinvestment Act of 2009, including a video address from President Obama.[72][73][74] President Obama signs into law the $787 billion Recovery and Reinvestment Act in Denver, Colorado.[75][76][77] The President also approves a deployment of 17,000 additional troops to Afghanistan.[78][79]"
19/02/2009,"President Obama makes his first trip abroad as President to Ottawa, Ontario, Canada, where he meets with Governor General Michaëlle Jean, Prime Minister Stephen Harper and Leader of the Opposition Michael Ignatieff about environmental issues, the North American Free Trade Agreement (NAFTA), and other US-Canadian relations.[80][81]"
21/02/2009,"The Department of Justice rules that detainees at the Bagram Air Base in Afghanistan do not have the right to use U.S. courts to challenge their detention, upholding the Bush administration's position on the issue.[82][83]"
23/02/2009,"Attorney General Eric Holder, charged with overseeing the closure of the Guantanamo Bay Detention Camp, visits the facility.[84][85][86] Dennis Ross is appointed as the Secretary of State's special adviser for the gulf and Southwest Asia.[87]"
24/02/2009,President Obama delivers an address before a joint session of the members of Congress outlining his administration goals. Louisiana Governor Bobby Jindal gives the Republican response.[88][89] Japanese Prime Minister Taro Aso also meets with President Obama at the White House.[90][91]
25/02/2009,"The United States Senate confirms Hilda Solis as United States Secretary of Labor.[92][93] President Obama nominates former Governor of Washington Gary Locke to become United States Secretary of Commerce.[94][95] The Secretary of the Interior cancels leases for oil shale development on 1,900,000 acres (7,700 km2) of federal land in Colorado, Utah and Wyoming.[96]"
26/02/2009,President Obama reveals his proposal for the 2010 United States federal budget.[97][98]
27/02/2009,"President Obama delivers a speech at Camp Lejeune on his plans for troop withdrawals from Iraq.[99] The Obama administration through the Department of Health and Human Services starts the process to repeal or modify a ""midnight rule"" conceived to protect health workers who refuse for conscience reasons to provide health care.[100]"
01/03/2009,"Secretary of State Clinton leaves on her second foreign trip to Egypt, Israel, the Palestinian Territories, Belgium, Switzerland, and Turkey.[101]"
02/03/2009,Secretary of State Clinton pledges US$900 million of humanitarian and development aid to the Gaza Strip and West Bank at a donor conference in Sharm el-Sheik.[102] President Obama nominates Kansas Governor Kathleen Sebelius to be Secretary of Health and Human Services and appoints Nancy-Ann DeParle as White House health czar.[103]
03/03/2009,British Prime Minister Gordon Brown visits President Obama at the White House.[104][105] President Obama restores a provision of the Endangered Species Act requiring that federal agencies consult the United States Fish and Wildlife Service and/or the National Marine Fisheries Service before taking actions that could harm endangered species.[106][107]
04/03/2009,President Obama issues a memorandum limiting the possibility to grant no-bid contracts to private businesses.[108]
05/03/2009,Sanjay Gupta withdraws his name for Surgeon General.[109] Vivek Kundra is selected by President Obama as first Federal Chief Information Officer.[110]
06/03/2009,"President Obama visits Columbus, Ohio to deliver a speech at the graduation of Columbus Police Division's 114th class.[111]"
09/03/2009,President Obama overturns rules limiting federal money being used for human embryonic stem cell research.[112] The President also orders all executive officials to consult with the Attorney General before relying on any signing statement previously used to bypass a statute.[113] The Office of Management and Budget has given the Pentagon directives to delay procurement of aerial refueling tankers by five years and cancel plans for a new long-range bomber.[114]
10/03/2009,"President Obama delivers a major policy speech on education,[115] and holds his first meeting as President with UN Secretary General Ban Ki-moon.[116] Chas Freeman withdraws from his appointment as chairman of the National Intelligence Council.[117]"
11/03/2009,"The President signs the Omnibus Appropriations Act of 2009; on the same occasion he issues his first signing statement.[118] Vice President Biden announces the nomination of Seattle Police Chief Gil Kerlikowske as ""Drug Czar"" and head of the Office of National Drug Control Policy.[119] President Obama creates (by executive order) a White House Council on Women and Girls to be chaired by Valerie Jarrett to assure cabinet-level agencies coordinate policies and programs that affect women and families.[120][121] President Obama officially announces Lt. Gen. Karl Eikenberry and Christopher R. Hill Ambassadors respectively to Afghanistan and Iraq.[122]"
12/03/2009,"President Obama renews economic sanctions against Iran first imposed in 1995.[123] Mrs. Obama visits Fort Bragg, North Carolina on her first solo trip outside of the capital as First Lady.[124]"
13/03/2009,"The Department of Justice outlines a new legal standard for detaining the suspected terrorists held at Guantanamo; ""enemy combatant"" definition is dropped, and suspects shall be detained under international law.[125]"
14/03/2009,"President Obama meets Brazilian President Luiz Inacio Lula da Silva at the White House.[126] President Obama visits Rio Rancho High School (near Albuquerque, New Mexico) to discuss credit card reform.[127] President Obama announces the nomination of Margaret A. Hamburg to become Commissioner of the U.S. Food and Drug Administration.[128][129]"
17/03/2009,"President Obama meets with the Taoiseach Brian Cowen of Ireland, and the First Minister of Peter Robinson of Northern Ireland.[130]"
18/03/2009,"President Obama speaks at a town hall meeting in Costa Mesa, California. The United States Senate confirms Ron Kirk, former Mayor of Dallas, as United States Trade Representative.[131][132]"
19/03/2009,President Obama appears on The Tonight Show with Jay Leno.[133] Just before midnight President Obama releases a video message to the Iranian people and government to coincide with Nowruz.[134][135]
20/03/2009,President Obama and Vice President Biden meet with former Soviet leader Mikhail Gorbachev in Washington.[136]
23/03/2009,Treasury Secretary Timothy Geithner unveils the government's plan to help investors purchase toxic assets from banks.[137]
24/03/2009,"President Obama holds his second prime time press conference in the East Room of the White House, to discuss economic hardships, as well as the government's intentions to solve the global economic crisis.[138] Also, the United States Senate confirms Gary Locke, former Governor of Washington, as United States Secretary of Commerce.[139]"
25/03/2009,"President Obama meets with Australian Prime Minister Kevin Rudd.[140] President Obama also meets with Jaap de Hoop Scheffer, the Secretary General of NATO, to discuss the upcoming summit, relations with Russia, and the future of NATO.[141]"
25/03/2009,"Secretary of State Clinton travels to Mexico City and Monterrey, Mexico to discuss US collaboration in the Mérida Initiative.[142]"
26/03/2009,"President Obama holds an online town hall at the White House, a historic first in American Presidential conveyance.[143][144]"
27/03/2009, President Obama announces a new strategy for the war in Afghanistan and Pakistan.[145]
27/03/2009,"Vice President Biden travelled to Latin America, visiting Chile and Costa Rica. The President attended the Progressive Governance conference in Chile, along with the presidents of Argentina, Brazil, Chile and Uruguay, and the prime ministers of the United Kingdom and Norway.[146][147]"
30/03/2009,President Obama announces new plans and restructuring ultimatums for Chrysler and General Motors.[148] Obama signs the Omnibus Public Land Management Act into law.
31/03/2009,The president and first lady arrive in London for G20 meeting with World Leaders.[149]
01/04/2009,"President Obama meets British Prime Minister Gordon Brown,[150] Russian President Dmitri Medvedev, Chinese President Hu Jintao, and Queen Elizabeth II.[151]"
02/04/2009,"The G-20 summit begins in London, England.[152] The President announces Robert Groves to be his candidate for director of The Census Bureau[153]"
03/04/2009,President Obama meets French President Nicolas Sarkozy[154] and holds a town hall meeting with French and German students.[155]
03/04/2009,"President Obama attends the two-day NATO summit in Strasbourg, France, and Kehl and Baden-Baden, Germany.[156][157]"
05/04/2009,President Obama meets with Czech President Václav Klaus and Prime Minister Mirek Topolánek.[158] The President gives a thoughtful speech on nuclear proliferation disarmament to a public crowd in Prague. Earlier the North Korean government had launched a long-range multi-stage rocket.[159]
06/04/2009,"President Obama visits Istanbul and Ankara, Turkey, including a meeting at the Alliance of Civilizations forum.[160]"
07/04/2009,"President Obama finishes his trip in Istanbul, including a town hall meeting,[161] and makes a surprise visit to Baghdad, Iraq (his first as president), where he meets with Iraqi Prime Minister Nouri al-Maliki.[162]"
09/04/2009,"In a presidential first, President Obama hosts a White House Passover Seder for the second night of Passover.[163]"
12/04/2009,"Richard Phillips, captured by pirates in the Maersk Alabama hijacking, is freed by Navy Seals after President Obama approves military action.[164]"
13/04/2009,President Obama signs a presidential memorandum eliminating limits on Cuban-Americans governing family visits and remittances sent to the island.[165]
14/04/2009,"The Philadelphia Phillies, scheduled to meet with President Obama after winning the 2008 World Series, postpone their meeting after the death of Phillies announcer Harry Kalas.[166] President Obama gives a speech on his economic policies at Georgetown University.[167]"
16/04/2009,Four memos are released by the Justice Department on enhanced interrogation techniques used by the CIA on Al Qaeda suspects.[168]
16/04/2009,"President Obama visits Mexico to meet with President Felipe Calderón.[169] President Obama states the US is a ""full partner"" with Mexico in its fight against the Mexican drug cartels.[170]"
17/04/2009,"President Obama attends the 5th Summit of the Americas in Port of Spain, Trinidad and Tobago.[171]"
21/04/2009,President Obama meets with King Abdullah II of Jordan in a one-on-one meeting in the White House.[172] President Obama also signs the Edward M. Kennedy Serve America Act into law.[173] President Obama also speaks to CIA staff.[174]
23/04/2009,President Obama speaks at a Holocaust remembrance ceremony at the capitol sponsored by the National Holocaust Museum.[175]
27/04/2009,"President Obama addresses the National Academy of Sciences and announces that more than 3 percent of the GDP will be devoted to research and development. He also announces a doubling of the budgets of NSF and NIST, and a goal of reducing carbon pollution by more than 80 percent by 2050.[176][177][178][179]"
28/04/2009,"The United States Senate confirms Kathleen Sebelius, former governor of Kansas, as United States Secretary of Health and Human Services.[180]"
29/04/2009,"President Obama meets the Media in a primetime news conference, to discuss the first 100 days of his presidency, and the plans already implemented that will continue into the rest of his term.[181]"
04/05/2009,"President Obama marks Cinco de Mayo a day early in a small speech to Latino Americans. President Obama was joined by First Lady Michelle Obama, Vice President Joe Biden, Second Lady Jill Biden, United States Ambassador to Mexico Arturo Sarukhan and his wife Veronica Valenca-Sarukhan.[182]"
05/05/2009,"President Obama meets with Israeli President Shimon Peres in the Oval Office of the White House to discuss the foreign affairs of Israel, the relationship between Palestinians and Israelis, and the prospects of a two-state solution.[183]"
06/05/2009,President Obama holds a summit with Afghan President Hamid Karzai and Pakistani President Asif Ali Zardari at the White House.[184]
09/05/2009,"President Obama speaks at the White House Correspondents' Dinner, along with special guest comedian Wanda Sykes.[185]"
13/05/2009,"At Arizona State University, President Obama gives his first commencement address as president, but does not receive an honorary degree from the University.[186]"
15/05/2009,The World Series Champion Philadelphia Phillies are honored at the White House by President Obama.[187][188]
16/05/2009,"Jon Huntsman Jr., the Republican Governor of Utah, is named United States Ambassador to China by President Obama, to replace Clark T. Randt Jr. of Connecticut.[189][190]"
17/05/2009,"Amidst controversy over his visit, in regards to his stance on issues such as abortion and his recent executive order that lifts the ban on stem cell research, President Obama delivers the commencement address at the University of Notre Dame.[191]"
18/05/2009,Israeli Prime Minister Benjamin Netanyahu meets with President Obama and Secretary of State Hillary Clinton in Washington.[192]
19/05/2009,"President Obama announces plans to create new automobile fuel efficiency standards requiring cars, as well as light trucks to have an average of at least 35.5 miles per gallon, by 2016, in an attempt to curve emissions and reduce the United States' contributions to global warming.[193]"
20/05/2009,The Helping Families Save Their Homes Act of 2009 and the Fraud Enforcement and Recovery Act are signed into law by President Obama to help alleviate burdens caused by the economic financial crisis in the United States.[194]
22/05/2009,"President Obama gives the commencement address at United States Naval Academy.[195] The President also signs the Weapon Systems Acquisition Reform Act and the Credit CARD Act into law, to reform legislation and aim ""... to establish fair and transparent practices relating to the extension of credit under an open end consumer credit plan, and for other purposes."""
23/05/2009,"Major General Charles Bolden is nominated by President Obama to be the next NASA administrator, marking the first African American to be nominated to the position.[196] Lori Garver is nominated to be the deputy administrator."
25/05/2009,President Obama continues the long-standing tradition of the U.S. President sending a wreath to the Confederate Memorial at Arlington National Cemetery on Memorial Day[197] and garners praise from Sons of Confederate Veterans Commander Chuck McMichael.[198]
26/05/2009,"President Obama nominates federal judge Sonia Sotomayor to replace retiring Supreme Court justice David Souter.[199] Confirmed in August, she becomes the just the third woman, and first Hispanic, to be appointed to the court.[200]"
30/05/2009,"Plans for a CyberSpace Czar to help prevent web crimes such as identity theft and other breaches of computer security networks are announced by the President.[201] The president and first lady later travel to New York City, where they dined at Blue Hill and attend the Broadway revival of Joe Turner's Come and Gone.[202]"
31/05/2009,"President Obama denounces and condemns the killing of medical director and abortion provider George Tiller, saying he was ""shocked and outraged"" by the assassination and death of Tiller.[203]"
01/06/2009,President Obama speaks to the American public about the General Motors bankruptcy crisis in a press conference at the White House.[204]
02/06/2009,"The President nominates Congressman John M. McHugh for the position of United States Secretary of the Army.[205] Former First Lady Nancy Reagan visits the White House, and President Obama holds a press conference to announce legislation honoring the achievements of former President Ronald Reagan.[206]"
