07/01/2014,President Obama delivers remarks on Emergency Unemployment Insurance.[1]
07/01/2014,"President Obama signs a $1.1 trillion spending bill, H.R. 3547, to finance the U.S. government through Sept 30, 2014.[2]"
14/01/2014,President Obama announces a sprawling reform that would begin the process of change in the National Security Agency.[3]
14/01/2014,The President honors the 2013 NBA Champions Miami Heat.[4]
17/01/2014,"President Obama delivers a speech at the Department of Justice in Washington, DC, to announce the outcomes of a review of our intelligence programs and phone surveillance.[5][6]"
28/01/2014,President Obama delivers his annual State of the Union Address before a joint session of Congress.[7]
28/01/2014,"During the State of the Union Address, the President announces his retirement savings account initiative called myRA.[8]"
06/02/2014,The President and First Lady attend the annual National Prayer Breakfast.[9]
06/02/2014,President Obama meets with President Michel Martelly of Haiti.[9]
07/02/2014,"H.R. 2642, the Agriculture Act of 2014, is signed into law by President Obama in a ceremony at Michigan State University.[10]"
10/02/2014,President Obama visits Monticello with French President François Hollande as part of the latter's state visit to the United States.[11]
11/02/2014,The Obamas host a state dinner at the White House for French President François Hollande.[12]
12/02/2014,President Obama signs an executive order to raise the minimum wage for federal contractors.[13]
14/02/2014,"The President meets with farmers and local officials in Fresno, California, before meeting with King Abdullah II of Jordan at Sunnylands.[14]"
21/02/2014,President Obama meets with the Dalai Lama at the White House.[15]
21/02/2014,President Obama and Russian President Vladimir Putin hold an hour-long telephone conversation regarding the Ukrainian revolution among other topics.[16]
25/02/2014,President Obama meets with House Speaker John Boehner in a private conversation in the Oval Office.[17]
01/03/2014,President Obama speaks by telephone with Russian President Vladimir Putin about Russia's military movements in Ukraine.[18]
03/03/2014,President Obama holds a bilateral meeting with Prime Minister Benjamin Netanyahu of Israel.[19]
04/03/2014,President Obama unveils his proposed 2015 budget and speaks about the ongoing situation in Ukraine.[20]
05/03/2014,The President delivers a speech at Central Connecticut State University calling on Congress to raise the federal minimum wage.[21]
06/03/2014,"The President announces financial sanctions against ""'individuals and entities' responsible for the Russian intervention in Crimea or for 'stealing the assets of the Ukrainian people.'"" He also condemns the scheduled Crimean referendum on joining Russia and speaks with Russian President Vladimir Putin by telephone.[22]"
12/03/2014,"President Obama holds a bilateral meeting with Prime Minister Arseniy Yatsenyuk of Ukraine.[23] Jose Rodela receiving the Medal of Honor from President Obama, March 18, 2014"
18/03/2014,"President Obama awards the Medal of Honor to 24 minority U.S. Army veterans, the single largest group of Medal of Honor recipients since World War II.[24]"
24/03/2014,President Obama attends the 2014 Nuclear Security Summit[25]  in the Netherlands.[26]
25/03/2014,President Obama speaks at a news conference with Dutch Prime Minister Mark Rutte.[27]
26/03/2014,President Obama calls for a recommitment to peace during a solemn pilgrimage to Flanders Field American Cemetery and Memorial in northwest Belgium.[28]
26/03/2014,President Obama holds a tri-lateral meeting with President Park Geun-hye of the South Korea and Prime Minister Shinzō Abe of Japan.[29]
27/03/2014,The President meets with Pope Francis in the Vatican[30] and visits the ancient Roman Colosseum.
28/03/2014,"President Obama arrives in Riyadh, Saudi Arabia, for a brief visit to the kingdom.[31]"
28/03/2014,Russian President Vladimir Putin telephones President Obama to discuss a proposed diplomatic solution to the ongoing Crimea/Ukraine situation.[32]
01/04/2014,The President honors the 2013 World Series Champion Boston Red Sox at the White House.[33]
03/04/2014,"The Gabriella Miller Kids First Research Act, H.R. 2019, is signed into law by President Obama.[34]"
04/04/2014,President Obama holds a bilateral meeting with Prime Minister Mehdi Jomaa of Tunisia.[35]
11/04/2014,President Obama nominates Sylvia Mathews Burwell to replace Kathleen Sebelius as Secretary of Health and Human Services following the latter's resignation.[36]
22/04/2014,"President Obama tours damage from the Oso mudslide near Arlington, Washington and meets with local residents and rescuers.[37]"
24/04/2014,"President Barack Obama and Japan's Empress Michiko attend a welcome ceremony at the Imperial Palace in Tokyo. Later, President Obama speaks at a joint press conference with Japanese Prime Minister Shinzō Abe at the Akasaka State Guest House on the subject of Russian sanctions.[38]"
25/04/2014,"President Obama holds a bilateral meeting with President Geun-hye Park of the Republic of South Korea in Seoul, Republic of Korea."
26/04/2014,"During the first presidential visit to Malaysia in nearly half a century, President Obama meets with Malaysian Prime Minister Najib Razak at Putrajaya, Malaysia, and they share a press-conference.[39]"
28/04/2014,"President Obama participates in an expanded bilateral meeting and a joint press conference with President Benigno Aquino of the Philippines in Manila, Philippines."
01/05/2014,The President honors the 2014 National Teacher of the Year and finalists.
02/05/2014,"President Obama holds a bilateral meeting, a press conference, and a private working lunch with Chancellor Angela Merkel of Germany.[40]"
03/05/2014,President Obama attends the annual White House Correspondents' Dinner.[41]
05/05/2014,President Obama holds a bilateral meeting with President Ismail Omar Guelleh of Djibouti.[42]
12/05/2014,"President Obama holds a bilateral meeting with President Jose Mujica Cordano of Uruguay. Later that day, the President honors the 2014 National Association of Police Organizations (NAPO) TOP COPS award winners."
13/05/2014,"The President awards Kyle J. White the Medal of Honor. A former active-duty Army Sergeant, White received the medal for his courageous actions during combat operations in Nuristan Province, Afghanistan on November 9, 2007."
23/05/2014,"H.R. 1209 awarding a Congressional Gold Medal to the World War II members of the Doolittle Tokyo Raiders and H.R. 685, American Fighter Aces Congressional Gold Medal Act are signed into law by the President."
25/05/2014,President Obama makes an unannounced trip to Afghanistan where he visits troops and military leaders at Bagram Airfield.[43]
28/05/2014,The President delivers the commencement address at the United States Military Academy (West Point).[44]
03/06/2014,The President participates in a bilateral meeting with Polish President Bronislaw Komorowski and in a separate bilateral meeting with Polish Prime Minister Donald Tusk while in Poland at a meeting with Central and Eastern European Leaders.[45]
04/06/2014,President Obama holds a bilateral meeting with President-elect Petro Poroshenko of Ukraine.[46]
05/06/2014,The President participates in a bilateral meeting with Prime Minister David Cameron of the United Kingdom while attending a Brussels G7 meeting on the global economy.[47]
06/06/2014,President Obama joins other world leaders in France to commemorate the 70th anniversary of the Battle of Normandy.[48]
10/06/2014,"The Water Resources Reform and Development Act of 2013, H.R. 3080,  is signed into law by President Obama.[49]"
12/06/2014,President Obama holds a bilateral meeting with Prime Minister Tony Abbott of Australia.[50]
14/06/2014,The President delivers the commencement address at the University of California at Irvine.[51]
19/06/2014,"The President awards Corporal William ""Kyle"" Carpenter, U.S. Marine Corps (Ret.), the Medal of Honor.[52]"
