"Speech on the Iraq War at Federal Plaza, Chicago", ,"2 October 2002, Chicago, Illinois",Data/barackobamairaqwarspeechfederalplaza.csv,https://www.americanrhetoric.com/speeches/barackobama/barackobamairaqwarspeechfederalplaza.htm
Barack Obama 2004 Democratic National Convention Keynote Address - American Rhetoric, ,"27 July 2004, Fleet Center, Boston",Data/barackobama2004dnc.csv,https://www.americanrhetoric.com/speeches/convention2004/barackobama2004dnc.htm
Senate Floor Speech on the Ohio Electoral Vote Counting Process, ,"6 January 2005, Washington, D.C.",Data/barackobamasenatespeechonohioelectoralvotes.csv,https://www.americanrhetoric.com/speeches/barackobama/barackobamasenatespeechonohioelectoralvotes.htm
Knox College Commencement Address, ,"4 June 2005, 			Galesburg, Illinois",Data/barackobamaknoxcollege.csv,https://www.americanrhetoric.com/speeches/barackobamaknoxcollege.htm
Senate Floor Speech on Rosa Parks (transcript-audio-video), ,"25 October 2005, Washington, D.C.",Data/barackobamasenatespeechrosaparks.csv,https://www.americanrhetoric.com/speeches/barackobama/barackobamasenatespeechrosaparks.htm
Senate Floor Speech on the Patriot Act, ,15 December 2005,Data/barackobamasenatefloorspeechpatriotact.csv,https://www.americanrhetoric.com/speeches/barackobama/barackobamasenatefloorspeechpatriotact.htm
Senate Floor Speech on the Passing of Coretta Scott King, ,"31 January 2006, Washington, D.C.",Data/barackobamasenatespeechoncorettascottkingpassing.csv,https://www.americanrhetoric.com/speeches/barackobama/barackobamasenatespeechoncorettascottkingpassing.htm
Senate Floor Speech on Voting Rights Act Renewal, ,20 July 2006,Data/barackobamasenatespeechonvotingrightsactrenewal.csv,https://www.americanrhetoric.com/speeches/barackobama/barackobamasenatespeechonvotingrightsactrenewal.htm
Barack Obama Announces Presidental Exploratory Committee, ,16 January 			2007,Data/barackobamaexploratory.csv,https://www.americanrhetoric.com/speeches/barackobamaexploratory.htm
Announcement of Presidential Candidacy,h,"tml public ""-//w3c//dtd html 4.0 transitional//en""><html><head><meta content=""NO-CACHE"" http-equiv=""CACHE-CONTROL""/><meta content=""NO-CACHE"" http-equiv=""PRAGMA""/><meta content=""Global"" name=""Distribution""/><meta content=""Complete text and audio and video of Barack Obama's Announcement of his Candidacy for President"" name=""description""/><meta content=""obama president audio, obama springfield speech, obama begins"" name=""keywords""/><meta content=""text/html; charset=utf-8"" http-equiv=""Content-Type""/><meta content=""Barack Obama Announces Presidential Candidacy"" name=""Title""/><title>American Rhetoric: Barack Obama - Announcement of Presidential Candidacy</title></head><body bgcolor=""#00002D"" leftmargin=""0"" link=""#FFFFFF"" topmargin=""0"" vlink=""#FFFF00""><div align=""center""><a href=""https://www.americanrhetoric.com/""><img border=""0"" height=""122"" src=""../images/ARLogoSpeechBanksubs.jpg"" width=""745""/></a><p><div align=""center""><script type=""text/javascript"">    google_ad_client = ""ca-pub-4540749582151874"";    google_ad_slot = ""9378812830"";    google_ad_width = 728;    google_ad_height = 90;</script><!-- New Leaderboard --><script src=""//pagead2.googlesyndication.com/pagead/show_ads.js"" type=""text/javascript""></script></div></p><table bgcolor=""#FFFFFF"" border=""0"" bordercolor=""#111111"" cellpadding=""0"" id=""AutoNumber1"" style=""border-collapse: collapse; padding-left: 30px; padding-right: 30px; padding-top: 10px; padding-bottom: 10px"" width=""745""><tr><td align=""center"" style=""padding-left: 40px; padding-right: 40px; padding-top: 7px; padding-bottom: 11px"" width=""77%""><p align=""center""></p><p align=""center""></p><p align=""center""></p><p align=""center""> </p><p align=""center""><b><font color=""#00004A"" size=""6"">B</font><font size=""5""><font color=""#CE0A04"">arack</font> </font><font color=""#00004A"" size=""6"">O</font><font color=""#CE0A04"" size=""5"">bama</font></b></p><p align=""center""><font color=""#00004A""><b><i>Official Announcement of Candidacy for US President</i></b></font></p><p align=""center""><font color=""#CE0A04"" face=""Arial"" size=""1"">Delivered 10 February 2007, Springfield, Illinois</font></p><p align=""center""><iframe allowfullscreen="""" frameborder=""0"" height=""290"" src=""https://www.youtube.com/embed/gdJ7Ad15WCA"" width=""460""></iframe></p><p align=""center""><font face=""Arial"" size=""1""><a href=""../mp3clips/barackobama/barackobamacandidacyannouncement.mp3""><font color=""#0000FF"">Audio mp3 of Address</font></a></font></p><p align=""center""><p align=""center""></p></p><p><p align=""center""><audio controls="""" style=""width: 275px; height: 40px;""><source src=""https://www.americanrhetoric.com/mp3clips/barackobama/barackobamacandidacyannouncement.mp3"" type=""audio/mpeg""/><font face=""Arial"" size=""1"">Your browser does not support the audio element.</font></audio>   <p align=""center""></p><p align=""center""><a href=""PDFFiles/Barack%20Obama%20-%20Announces%20Candidacy.pdf""><img border=""0"" height=""37"" src=""../images/PDF_icon.gif"" width=""41""/></a><font color=""#0000FF"" face=""Arial"" size=""1""><a href=""PDFFiles/Barack%20Obama%20-%20Announces%20Candidacy.pdf""><font color=""#0000FF"">click for pdf</font></a></font></p><p align=""left""> </p><p align=""left""><font color=""#FF0000"" face=""Arial"" size=""1"">[AUTHENTICITY CERTIFIED: Text version below transcribed directly from audio]</font></p><p align=""left"" style=""line-height: 150%""><font face=""Verdana"" size=""2"">Hello Springfield! ...Look at all of you. Look at all of you. Goodness. Thank you so much. Thank you so much. Giving all praise and honor to God for bringing us here today. Thank you so much. I am -- I am so grateful to see all of you. You guys are still cheering back there? [to audience on left.] </font></p><p align=""left"" style=""line-height: 150%""><font face=""Verdana"" size=""2"">Let me -- Let me begin by saying thanks to all you who've traveled, from far and wide, to brave the cold today. I know it's a little chilly -- but I'm fired up. <br/><br/>You know, we all made this journey for a reason. It's humbling to see a crowd like this, but in my heart I know you didn't just come here for me. You...came here because you believe in what this country can be. In the face of war, you believe there can be peace. In the face of despair, you believe there can be hope. In the face of a politics that shut you out, that's told you to settle, that's divided us for too long, you believe that we can be one people, reaching for what's possible, building that <a href=""barackobamaperfectunion.htm""><font color=""#0000FF"">more perfect union</font></a>.</font></p><p align=""left"" style=""line-height: 150%""><font face=""Verdana"" size=""2"">That's the journey we're on today. But let me tell you how I came to be here. As most of you know, I'm not a native of this great state. I -- I moved to Illinois over two decades ago. I was a young man then, just a year out of college. I knew no one in Chicago when I arrived, was without money or family connections. But a group of churches had offered me a job as a community organizer for the grand sum of 13,000 dollars a year. And I accepted the job, sight unseen, motivated then by a single, simple, powerful idea: that I might play a small part in building a better America.</font></p><p align=""left"" style=""line-height: 150%""><font face=""Verdana"" size=""2"">My work took me to some of Chicago's poorest neighborhoods. I joined with pastors and lay-people to deal with communities that had been ravaged by plant closings. I saw that the problems people faced weren't simply local in nature, that the decisions to close a steel mill was made by distant executives, that the lack of textbooks and computers in a school could be traced to skewed priorities of politicians a thousand miles away, and that when a child turns to violence -- I came to realize that -- there's a hole in that boy's heart that no government alone can fill.</font></p><p align=""left"" style=""line-height: 150%""><font face=""Verdana"" size=""2"">It was in these neighborhoods that I received the best education that I ever had, and where I learned the meaning of my Christian faith.<br/><br/>After three years of this work, I went to law school, because I wanted to understand how the law should work for those in need. I became a civil rights lawyer, and taught constitutional law, and after a time, I came to understand that our cherished rights of liberty and equality depend on the active participation of an awakened electorate. It was with these ideas in mind that I arrived in this capital city as a state Senator.<br/><br/>It -- It was here, in Springfield, where I saw all that is America converge -- farmers and teachers, businessmen and laborers, all of them with a story to tell, all of them seeking a seat at the table, all of them clamoring to be heard. I made lasting friendships here, friends that I see here in the audience today.It was here -- It was here where we learned to disagree without being disagreeable; that it's possible to compromise so long as you know those principles that can never be compromised; and that so long as we're willing to listen to each other, we can assume the best in people instead of the worst.<br/><br/>That's why we were able to reform a death penalty system that was broken; that's why we were able to give health insurance to children in need; that's why we made the tax system right here in Springfield more fair and just for working families; and that's why we passed ethics reform that the cynics said could never, ever be passed.<br/><br/>It was here, in Springfield, where North, South, East, and West come together that I was reminded of the essential decency of the American people -- where I came to believe that through this decency, we can build a more hopeful America.And that is why, in the shadow of the Old State Capitol, where <a href=""https://www.americanrhetoric.com/speeches/abrahamlincolnhousedivided.htm""><font color=""#0000FF"">Lincoln once called on a house divided to stand together</font></a>, where common hopes and common dreams still live, I stand before you today to announce my candidacy for President of the United States of America.</font></p><p align=""left"" style=""line-height: 150%""><font face=""Verdana"" size=""2"">Now -- Now, listen,I -- I... -- thank you, thank you, thank you, thank you. [to audience chanting ""Obama""]</font></p><p align=""left"" style=""line-height: 150%""><font face=""Verdana"" size=""2"">Look, I -- I...recognize that there is a certain presumptuousness in this, a certain audacity, to this announcement. I know that I haven't spent a lot of time learning the ways of Washington. But I've been there long enough to know that the ways of Washington must change.<br/><br/>The genius of our Founders is that they designed a system of government that can be changed. And we should take heart, because we've changed this country before. In the face of tyranny, a band of patriots brought an empire to its knees. In the face of secession, we unified a nation and set the captives free. In the face of Depression, we put people back to work and lifted millions out of poverty. We welcomed immigrants to our shores. We opened railroads to the west. We landed a man on the moon. And we heard a King's call to let ""<a href=""https://www.americanrhetoric.com/speeches/mlkihaveadream.htm""><font color=""#0000FF"">justice roll down like waters, and righteousness like a mighty stream</font></a>.""</font></p><p align=""left"" style=""line-height: 150%""><font face=""Verdana"" size=""2"">We've done this before: Each and every time, a new generation has risen up and done what's needed to be done. Today we are called once more, and it is time for our generation to answer that call.For that is our unyielding faith -- that in -- in the face of impossible odds, people who love their country can change it.</font></p><p align=""left"" style=""line-height: 150%""><font face=""Verdana"" size=""2"">That's what Abraham Lincoln understood. He had his doubts. He had his defeats. He had his skeptics. He had his setbacks. But through his will and his words, he moved a nation and helped free a people. It's because of the millions who rallied to his cause that we're no longer divided, North and South, slave and free. It's because men and women of every race, from every walk of life, continued to march for freedom long after Lincoln was laid to rest, that today we have the chance to face the challenges of this millennium together, as one people -- as Americans.<br/><br/>All of us know what those challenges are today: a war with no end, a dependence on oil that threatens our future, schools where too many children aren't learning, and families struggling paycheck to paycheck despite working as hard as they can. We know the challenges. We've heard them. We've talked about them for years.<br/><br/>What's stopped us from meeting these challenges is not the absence of sound policies and sensible plans. What's stopped us is the failure of leadership, the smallness -- the smallness of our politics -- the ease with which we're distracted by the petty and trivial, our chronic avoidance of tough decisions, our preference for scoring cheap political points instead of rolling up our sleeves and building a working consensus to tackle the big problems of America.</font></p><p align=""left"" style=""line-height: 150%""><font face=""Verdana"" size=""2"">For the past six years we've been told that our mounting debts don't matter. We've been told that the anxiety Americans feel about rising health care costs and stagnant wages are an illusion. We've been told that climate change is a hoax. We've been told that tough talk and an ill-conceived war can replace diplomacy, and strategy, and foresight. And when all else fails, when <a href=""kathleenblancokatrina.htm""><font color=""#0000FF"">Katrina</font></a> happens, or the death toll in Iraq mounts, we've been told that our crises are somebody else's fault. We're distracted from our real failures, and told to blame the other Party, or gay people, or immigrants.<br/><br/>And as people have looked away in disillusionment and frustration, we know what's filled the void: the cynics, the lobbyists, the special interests -- who've turned our government into a game only they can afford to play. They write the checks and you get stuck with the bill. They get the access while you get to write a letter. They think they own this government, but we're here today to take it back. The time for that kind of politics is over. It is through. It's time to turn the page -- right here and right now.</font></p><p align=""left"" style=""line-height: 150%""><font face=""Verdana"" size=""2"">Now look --</font></p><p align=""left"" style=""line-height: 150%""><font face=""Verdana"" size=""2"">[Audience chants ""Obama...Obama...Obama""]</font></p><p align=""left"" style=""line-height: 150%""><font face=""Verdana"" size=""2"">Okay. Alright. Thank you. Thank you. Thank you.<br/><br/>Look, look, we have made some progress already. I was proud to help lead the fight in Congress that led to the most sweeping ethics reforms since Watergate.But Washington has a long way to go, and it won't be easy. That's why we'll have to set priorities. We'll have to make hard choices. And although government will play a crucial role in bringing about the changes that we need, more money and programs alone will not get us to where we need to go. Each of us, in our own lives, will have to accept responsibility -- for instilling an ethic of achievement in our children, for adapting to a more competitive economy, for strengthening our communities, and sharing some measure of sacrifice.</font></p><p align=""left"" style=""line-height: 150%""><font face=""Verdana"" size=""2"">So let us begin. Let us begin this hard work together. Let us transform this nation.Let us be the generation that reshapes our economy to compete in the digital age. Let's set high standards for our schools and give them the resources they need to succeed. Let's recruit a new army of teachers, and give them better pay and more support in exchange for more accountability. Let's make college more affordable, and let's invest in scientific research, and let's lay down broadband lines through the heart of inner cities and rural towns all across America. We can do that.</font></p><p align=""left"" style=""line-height: 150%""><font face=""Verdana"" size=""2"">And as our economy changes, let's be the generation that ensures our nation's workers are sharing in our prosperity. Let's protect the hard-earned benefits their companies have promised. Let's make it possible for hardworking Americans to save for retirement. Let's allow our unions and their organizers to lift up this country's middle-class again. We can do that.<br/><br/>Let's be the generation that ends poverty in America. Every single person willing to work should be able to get job training that leads to a job, and earn a living wage that can pay the bills, and afford child care so their kids can have a safe place to go when they work. We can do this.<br/><br/>And let's be the generation that finally, after all these years, tackles our health care crisis. We can control costs by focusing on prevention, by providing better treatment to the chronically ill, and using technology to cut the bureaucracy. Let's be the generation that says right here, right now: We will have universal health care in America by the end of the next President's first term. We can do that.</font></p><p align=""left"" style=""line-height: 150%""><font face=""Verdana"" size=""2"">Let's be the generation that finally frees America from the tyranny of oil. We can harness homegrown, alternative fuels like ethanol and spur the production of more fuel-efficient cars. We can set up a system for capping greenhouse gases. We can turn this crisis of global warming into a moment of opportunity for innovation, and job creation, and an incentive for businesses that will serve as a model for the world. Let's be the generation that makes future generations proud of what we did here.</font></p><p align=""left"" style=""line-height: 150%""><font face=""Verdana"" size=""2"">Most of all, let's be the generation that never forgets <a href=""../rhetoricofterrorism.htm""><font color=""#0000FF"">what happened on that September day</font></a> and confront the terrorists with everything we've got. Politics doesn't have to divide us on this anymore; we can work together to keep our country safe. I've worked with the Republican Senator<a href=""http://lugar.senate.gov/""><font color=""#0000FF"">Dick Lugar</font></a> to pass a law that will secure and destroy some of the world's deadliest weapons. We can work together to track down terrorists with a stronger military. We can tighten the net around their finances. We can improve our intelligence capabilities and finally get homeland security right. But let's also understand that ultimate victory against our enemies will only come by rebuilding our alliances and exporting those ideals that bring hope and opportunity to millions of people around the globe.</font></p><p align=""left"" style=""line-height: 150%""><font face=""Verdana"" size=""2"">We can do those things.</font></p><p align=""left"" style=""line-height: 150%""><font face=""Verdana"" size=""2"">But all of this cannot come to pass until we bring an end to this war in Iraq. Most of you know -- Most of you know that I opposed this war from the start. I thought it was a tragic mistake. Today we grieve for the families who have lost loved ones, the hearts that have been broken, and the young lives that could have been. America, it is time to start bringing our troops home. It's time -- It's time to admit that no amount of American lives can resolve the political disagreement that lies at the heart of someone else's civil war. That's why I have a plan that will bring our combat troops home by March of 2008. Let the Iraqis know -- Letting the Iraqis know that we will not be there forever is our last, best hope to pressure the Sunni and Shia to come to the table and find peace.<br/><br/>And there's one other thing that it's not too late to get right about this war, and that is the homecoming of the men and women, our veterans, who have sacrificed the most. Let us honor their courage by providing the care they need and rebuilding the military they love. Let us be the generation that begins that work.</font></p><p align=""left"" style=""line-height: 150%""><font face=""Verdana"" size=""2"">I know there are those who don't believe we can do all these things. I understand the skepticism. After all, every four years, candidates from both Parties make similar promises, and I expect this year will be no different. All of us running for President will travel around the country offering ten-point plans and making grand speeches; all of us will trumpet those qualities we believe make us uniquely qualified to lead this country. But too many times, after the election is over, and the confetti is swept away, all those promises fade from memory, and the lobbyists and special interests move in, and people turn away, disappointed as before, left to struggle on their own.<br/><br/>That's why this campaign can't only be about me. It must be about us. It must be about what we can do together. This campaign must be the occasion, the vehicle, of your hopes, and your dreams. It will take your time, your energy, and your advice to push us forward when we're doing right, and let us know when we're not. This campaign has to be about reclaiming the meaning of citizenship, restoring our sense of common purpose, and realizing that few obstacles can withstand the power of millions of voices calling for change.<br/><br/>By ourselves, this change will not happen. Divided, we are bound to fail.But the life of a tall, gangly, self-made Springfield lawyer tells us that a different future is possible.</font></p><p align=""left"" style=""line-height: 150%""><font face=""Verdana"" size=""2"">He tells us that there is power in words.</font></p><p align=""left"" style=""line-height: 150%""><font face=""Verdana"" size=""2"">He tells us that there's power in conviction.<br/><br/>That beneath all the differences of race and region, faith and station, we are one people.<br/><br/>He tells us that there's power in hope.<br/><br/>As Lincoln organized the forces arrayed against slavery, he was heard to say this: ""Of strange, discordant, and even hostile elements, we gathered from the four winds, and formed and fought to battle through.""</font><font color=""#FF0000"" face=""Verdana"" size=""2"">¹</font><font face=""Verdana"" size=""2""><br/><br/>That is our purpose here today.That is why I am in this race -- not just to hold an office, but to gather with you to transform a nation.I want -- I want to win that next battle -- for justice and opportunity.I want to win that next battle -- for better schools, and better jobs, and better health care for all.I want us to take up the <a href=""barackobamaperfectunion.htm""><font color=""#0000FF"">unfinished business of perfecting our union</font></a>, and building a better America.<br/><br/>And if you will join with me in this improbable quest, if you feel destiny calling, and see as I see, the future of endless possibility stretching out before us; if you sense, as I sense, that the time is now to shake off our slumber, and slough off our fears, and make good on the debt we owe past and future generations, then I am ready to take up the cause, and march with you, and work with you -- today.</font></p><p align=""left"" style=""line-height: 150%""><font face=""Verdana"" size=""2"">Together we can finish the work that needs to be done, and usher in a new birth of freedom on this Earth.</font></p><p align=""left"" style=""line-height: 150%""><font face=""Verdana"" size=""2"">Thank you very much everybody -- let's get to work! I love you. Thank you.</font></p><hr/><p align=""left""><span style=""white-space:nowrap;""><font face=""Verdana"" size=""2""><a href=""https://www.amazon.com/Great-Speeches-Better-Speaking-Audio/dp/0071472290/ref=pd_bbs_sr_1?ie=UTF8&amp;s=books&amp;qid=1211077593&amp;sr=8-1""><img border=""0"" height=""147"" src=""../michaeleidenmullerbookmcgrawhillsmaller.jpg"" width=""103""/></a></font></span><font face=""Verdana"" size=""2""><span style=""white-space:nowrap;""><font face=""Arial"" size=""1""><a href=""https://www.amazon.com/gp/product/0071472290/ref=s9sims_c2_img1-rfc_p-2991_g1?pf_rd_m=ATVPDKIKX0DER&amp;pf_rd_s=center-2&amp;pf_rd_r=0DD2XY20XFXSQXG4XRD4&amp;pf_rd_t=101&amp;pf_rd_p=320448701&amp;pf_rd_i=507846""><font color=""#0000FF"">Book/CDs by Michael E. Eidenmuller, Published by McGraw-Hill (2008)</font></a></font></span></font><p align=""left""><font color=""#FF0000"" face=""Verdana"" size=""2"">¹</font><font face=""Arial"" size=""1"">Abraham Lincoln, <i><a href=""abrahamlincolnhousedivided.htm""><font color=""#0000FF"">A House Divided</font></a></i></font></p><p align=""left""><font face=""Arial"" size=""1""><u>Also in this database</u>:<a href=""barackobamaperfectunion.htm""><font color=""#0000FF"">Barack Obama - A More Perfect Union</font></a>; <a href=""convention2004/barackobama2004dnc.htm""><font color=""#0000FF"">Barack Obama - 2004 DNConvention Address</font></a></font></p><font face=""Arial"" size=""1""> <p align=""left""><b><font color=""#008000""><u>Page Updated</u>: 12/16/21</font></b></p></font><p align=""left""><font face=""Arial"" size=""1""><u>U.S. Copyright Status</u>: <font color=""#FF3300""><b>Text and Audio = Uncertain.</b></font></font></p></p></p></p></td><td align=""center"" bgcolor=""#940F04"" bordercolor=""#940F04"" style=""padding-left: 5px; padding-right: 5px; padding-top: 7px; padding-bottom: 11px"" valign=""top"" width=""161""><p> </p><p> </p><p> </p><p> </p><p> </p><p> </p><p> </p><p> </p><p> </p><p> </p><p> </p><p> </p><p> </p><p> </p><p> </p><p> </p><p> </p><p> </p><p> </p><p> </p><p> </p><p> </p><p> </p><p> </p><p> </p><p> </p><script async="""" src=""//pagead2.googlesyndication.com/pagead/js/adsbygoogle.js""></script><!-- VerticleSkyScraperNEW --><ins class=""adsbygoogle"" data-ad-client=""ca-pub-4540749582151874"" data-ad-slot=""4043161684"" style=""display:inline-block;width:160px;height:600px""></ins><script>(adsbygoogle = window.adsbygoogle || []).push({});</script><p align=""center""><p> </p><p> </p><p> </p><p> </p><p> </p><p> </p><p> </p><p> </p><p> </p><p> </p><p> </p><p> </p><p> </p><p> </p><p> </p><p> </p><p> </p><p> </p><p> </p><p> </p><p> </p><p> </p><p> </p><p> </p><p> </p><p> </p><p> </p><p> </p><p> </p><p> </p><p> </p><p> </p><p> </p><p> </p><p> </p><p> </p><p> </p><p> </p><p> </p><p> </p><p> </p><p> </p><p> </p><p> </p><p> </p><p> </p><p> </p><p> </p><p> </p><p> </p><p> </p><p> </p><p> </p><p> </p><p> </p><p> </p><p> </p><p> </p><p> </p><p> </p><p> </p><p> </p><p align=""center""><script async="""" src=""//pagead2.googlesyndication.com/pagead/js/adsbygoogle.js""></script><!-- VerticleSkyScraperNEW --><ins class=""adsbygoogle"" data-ad-client=""ca-pub-4540749582151874"" data-ad-slot=""4043161684"" style=""display:inline-block;width:160px;height:600px""></ins><script>(adsbygoogle = window.adsbygoogle || []).push({});</script><p align=""center""></p></p></p></td></tr></table><div align=""center""><script type=""text/javascript"">    google_ad_client = ""ca-pub-4540749582151874"";    google_ad_slot = ""7079952559"";    google_ad_width = 336;    google_ad_height = 280;</script><!-- New Large Rectangle --><script src=""//pagead2.googlesyndication.com/pagead/show_ads.js"" type=""text/javascript""></script><center><table bgcolor=""#800000"" border=""0"" bordercolor=""#111111"" cellpadding=""0"" cellspacing=""0"" height=""67"" id=""AutoNumber2"" style=""border-collapse: collapse"" width=""285""><tr><td height=""67"" style=""padding-top: 10; padding-bottom: 10"" width=""285""><p align=""center""><font face=""Arial"" size=""4""><a href=""../newtop100speeches.htm"" style=""text-decoration: none; color: #FFFFFF"">Top 100 American Speeches</a></font></p><p align=""center""><font face=""Arial"" size=""4""><a href=""/speechbank.htm"" style=""text-decoration: none; color: #FFFFFF"">Online Speech Bank</a></font></p><p align=""center""><font face=""Arial"" size=""4""><a href=""../moviespeeches.htm"" style=""text-decoration: none; color: #FFFFFF"">Movie Speeches</a></font></p><p align=""center""><font color=""#FFFFFF"" face=""Arial"" size=""1"">© Copyright 2001-Present.  <br/>American Rhetoric.<br/>HTML transcription by Michael E. Eidenmuller.</font></p></td></tr></table></center></div></div></body></html",Data/barackobamacandidacyforpresident.csv,https://www.americanrhetoric.com/speeches/barackobamacandidacyforpresident.htm
