date,source,sentence,depth,words_per_sent,syllables_per_sent,chars_per_sent,char_count,syl_count,word_count,char_per_word,syl_per_word,sent_count,word_per_sent,dc_word_count,gf_word_count,poly_word_count,dc_word_perc,gf_word_perc,poly_word_perc,ari,flesch_kincaid,coleman_liau,dale_chall,gunning_fog,smog
2015-06-26,top1,Giving all praise and honor to God.,2,7,10,35,28,9,7,4.0,1.2857142857142858,1,7.0,2,0,0,0.2857142857142857,0.0,0.0,0.9100000000000001,2.3114285714285714,3.491428571428571,7.983428571428572,2.8000000000000003,3.1291
2015-06-26,top1,The Bible calls us to hope.,2,6,8,27,21,8,6,3.5,1.3333333333333333,1,6.0,2,0,0,0.3333333333333333,0.0,0.0,-1.9450000000000003,2.4833333333333343,-0.15333333333333599,8.239333333333335,2.4000000000000004,3.1291
2015-06-26,top1,"To persevere, and have faith in things not seen.",6,9,13,48,38,12,9,4.222222222222222,1.3333333333333333,1,9.0,3,1,1,0.3333333333333333,0.1111111111111111,0.1111111111111111,2.956666666666667,3.653333333333336,5.737777777777779,9.727333333333334,8.044444444444444,8.841846274778883
2015-06-26,top1,"“They were still living by faith when they died,” Scripture tells us: They did not receive the things promised; they only saw them and welcomed them from a distance, admitting that they were foreigners and strangers on Earth.",6,38,57,225,181,52,38,4.7631578947368425,1.368421052631579,1,38.0,13,3,4,0.34210526315789475,0.07894736842105263,0.10526315789473684,20.00447368421053,15.377368421052633,11.428421052631581,24.249842105263156,18.357894736842105,14.554592549557764
2015-06-26,top1,We are here today to remember a man of God who lived by faith.,5,14,20,62,48,17,14,3.4285714285714284,1.2142857142857142,1,14.0,2,1,1,0.14285714285714285,0.07142857142857142,0.07142857142857142,1.7185714285714262,4.19857142857143,2.245714285714282,9.199714285714286,8.457142857142857,8.841846274778883
2015-06-26,top1,A man who believed in things not seen.,5,8,10,38,30,9,8,3.75,1.125,1,8.0,3,0,0,0.375,0.0,0.0,0.2325000000000017,0.8049999999999997,2.5500000000000007,9.88925,3.2,3.1291
2015-06-26,top1,"A man who believed there were better days ahead, off in the distance.",4,13,21,69,55,18,13,4.230769230769231,1.3846153846153846,1,13.0,4,1,1,0.3076923076923077,0.07692307692307693,0.07692307692307693,4.996923076923078,5.818461538461541,6.800000000000001,11.306461538461539,8.276923076923078,8.841846274778883
2015-06-26,top1,"A man of service who persevered, knowing full well he would not receive all those things he was promised, because he believed his efforts would deliver a better life for those who followed.",6,33,56,189,154,49,33,4.666666666666667,1.4848484848484849,1,33.0,9,4,4,0.2727272727272727,0.12121212121212122,0.12121212121212122,17.050000000000004,14.801212121212124,10.743030303030302,20.674363636363637,18.04848484848485,14.554592549557764
2015-06-26,top1,"To Jennifer, his beloved wife; to Eliana and Malana, his beautiful, wonderful daughters; to the Mother Emanuel family and the people of Charleston, the people of South Carolina.",9,28,54,177,143,54,28,5.107142857142857,1.9285714285714286,1,28.0,10,8,9,0.35714285714285715,0.2857142857142857,0.32142857142857145,16.624642857142852,18.08714285714286,13.17285714285714,19.527285714285714,22.62857142857143,20.267338824336647
2015-06-26,top1,I cannot claim to have the good fortune to know Reverend Pinckney well.,5,13,20,71,58,18,13,4.461538461538462,1.3846153846153846,1,13.0,4,1,1,0.3076923076923077,0.07692307692307693,0.07692307692307693,6.083846153846153,5.818461538461541,8.156923076923078,11.306461538461539,8.276923076923078,8.841846274778883
2015-06-26,top1,"But I did have the pleasure of knowing him and meeting him here in South Carolina, back when we were both a little bit younger.",8,25,37,127,101,33,25,4.04,1.32,1,25.0,3,1,1,0.12,0.04,0.04,10.098400000000002,9.736,6.771199999999997,14.2948,11.600000000000001,8.841846274778883
2015-06-26,top1,Back when I didn’t have visible grey hair.,2,9,11,42,33,10,9,3.6666666666666665,1.1111111111111112,1,9.0,4,1,1,0.4444444444444444,0.1111111111111111,0.1111111111111111,0.33999999999999986,1.0311111111111124,2.47111111111111,11.48177777777778,8.044444444444444,8.841846274778883
