date,source,sentence,depth,words_per_sent,syllables_per_sent,chars_per_sent,char_count,syl_count,word_count,char_per_word,syl_per_word,sent_count,word_per_sent,dc_word_count,gf_word_count,poly_word_count,dc_word_perc,gf_word_perc,poly_word_perc,ari,flesch_kincaid,coleman_liau,dale_chall,gunning_fog,smog
2008-06-03,gwb,"To Chairman Dean and my great friend Dick Durbin; and to all my fellow citizens of this great nation; With profound gratitude and great humility, I accept your nomination for the presidency of the United States.",6,36,59,211,172,58,36,4.777777777777778,1.6111111111111112,1,36.0,14,5,6,0.3888888888888889,0.1388888888888889,0.16666666666666666,19.07333333333333,17.461111111111112,11.47111111111111,23.996555555555556,19.955555555555556,17.122413403193683
2008-06-03,gwb,"Let me express my thanks to the historic slate of candidates who accompanied me on this journey, and especially the one who traveled the farthest – a champion for working Americans and an inspiration to my daughters and to yours -- Hillary Rodham Clinton.",9,42,73,255,207,71,42,4.928571428571429,1.6904761904761905,1,42.0,17,8,8,0.40476190476190477,0.19047619047619047,0.19047619047619047,22.783571428571427,20.737619047619052,12.475238095238094,27.223190476190478,24.41904761904762,19.287186520377343
2008-06-03,gwb,"To President Clinton, who last night made the case for change as only he can make it; to Ted Kennedy, who embodies the spirit of service; and to the next Vice President of the United States, Joe Biden, I thank you.",6,41,63,214,167,58,41,4.073170731707317,1.4146341463414633,1,41.0,13,5,6,0.3170731707317073,0.12195121951219512,0.14634146341463414,18.254634146341466,17.092682926829266,7.428292682926827,25.342585365853658,21.278048780487808,17.122413403193683
2008-06-03,gwb,"I am grateful to finish this journey with one of the finest statesmen of our time, a man at ease with everyone from world leaders to the conductors on the Amtrak train he still takes home every night.",9,38,59,200,161,53,38,4.2368421052631575,1.394736842105263,1,38.0,9,3,3,0.23684210526315788,0.07894736842105263,0.07894736842105263,17.52552631578947,15.687894736842104,8.333684210526307,22.58773684210526,18.357894736842105,13.023866798666859
2008-06-03,gwb,"To the love of my life, our next First Lady, Michelle Obama, and to Sasha and Malia – I love you so much, and I'm so proud of all of you.",6,31,40,137,100,40,31,3.225806451612903,1.2903225806451613,1,31.0,10,2,2,0.3225806451612903,0.06451612903225806,0.06451612903225806,9.263548387096776,11.725806451612904,2.21290322580645,20.469548387096772,14.980645161290324,11.20814326018867
2008-06-03,gwb,"Four years ago, I stood before you and told you my story – of the brief union between a young man from Kenya and a young woman from Kansas who weren't well-off or well-known, but shared a belief that in America, their son could achieve whatever he put his mind to.",11,53,71,264,206,69,53,3.8867924528301887,1.3018867924528301,1,53.0,16,2,2,0.3018867924528302,0.03773584905660377,0.03773584905660377,23.376792452830188,20.442264150943398,6.49584905660377,31.05479245283019,22.709433962264153,11.20814326018867
2008-06-03,gwb,"It is that promise that has always set this country apart – that through hard work and sacrifice, each of us can pursue our individual dreams but still come together as one American family, to ensure that the next generation can pursue their dreams as well.",7,45,72,257,208,71,45,4.622222222222222,1.5777777777777777,1,45.0,11,6,6,0.24444444444444444,0.13333333333333333,0.13333333333333333,22.840666666666664,20.57777777777778,10.720888888888883,26.17977777777778,23.333333333333336,17.122413403193683
2008-06-03,gwb,That's why I stand here tonight.,2,7,8,32,25,7,7,3.5714285714285716,1.0,1,7.0,1,0,0,0.14285714285714285,0.0,0.0,-1.1085714285714268,-1.0599999999999987,0.9714285714285715,5.727714285714287,2.8000000000000003,3.1291
2008-06-03,gwb,"Because for two hundred and thirty two years, at each moment when that promise was in jeopardy, ordinary men and women – students and soldiers, farmers and teachers, nurses and janitors -- found the courage to keep it alive.",6,37,61,224,178,60,37,4.8108108108108105,1.6216216216216217,1,37.0,13,4,4,0.35135135135135137,0.10810810810810811,0.10810810810810811,19.728918918918914,17.975135135135137,11.687567567567562,23.89983783783784,19.124324324324323,14.554592549557764
2008-06-03,gwb,"We meet at one of those defining moments – a moment when our nation is at war, our economy is in turmoil, and the American promise has been threatened once more.",7,30,50,161,127,48,30,4.233333333333333,1.6,1,30.0,9,2,3,0.3,0.06666666666666667,0.1,13.509,14.990000000000006,8.10533333333333,19.616999999999997,14.666666666666666,13.023866798666859
2008-06-03,gwb,"Tonight, more Americans are out of work and more are working harder for less.",3,14,24,77,62,20,14,4.428571428571429,1.4285714285714286,1,14.0,5,1,1,0.35714285714285715,0.07142857142857142,0.07142857142857142,6.428571428571431,6.727142857142859,8.125714285714288,12.583285714285715,8.457142857142857,8.841846274778883
2008-06-03,gwb,More of you have lost your homes and even more are watching your home values plummet.,4,16,26,85,69,20,16,4.3125,1.25,1,16.0,4,0,0,0.25,0.0,0.0,6.881875000000001,5.400000000000002,7.707499999999996,11.8835,6.4,3.1291
2008-06-03,gwb,"More of you have cars you can't afford to drive, credit card bills you can't afford to pay, and tuition that's beyond your reach.",4,27,31,129,100,31,27,3.7037037037037037,1.1481481481481481,1,27.0,10,1,1,0.37037037037037035,0.037037037037037035,0.037037037037037035,9.514444444444443,8.488148148148152,4.881481481481483,19.240148148148148,12.281481481481482,8.841846274778883
2008-06-03,gwb,These challenges are not all of government's making.,5,9,15,52,43,13,9,4.777777777777778,1.4444444444444444,1,9.0,4,1,2,0.4444444444444444,0.1111111111111111,0.2222222222222222,5.573333333333334,4.964444444444446,9.004444444444445,11.48177777777778,8.044444444444444,11.20814326018867
